"codprod";"descricao_produto";"unidade";"data_saida";"quantidade";"preco_custo";"preco_vendido";"valor_desconto";"nome_cliente";"cidade_cliente";"bairro_cliente";"vendedor"
"01090";PREGO C/CABECA 18X27 POLIDO;PCT;2024-02-29;1.000;9.400;12.590000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"02337";VASSOURA GARI C/CABO MAX 375X65MM;UN ;2024-02-29;1.000;13.401;23.090000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"20573";RET NEO CIMENTO BRANCO 60X60 MATE    .QTD EMB 72;MT ;2024-02-29;118.720;23.009;35.990000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"01821";ARGAMASSA VOTOMASSA EXT.ACII 15KG R5M4;UN ;2024-02-29;60.000;12.350;17.590000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"07324";REJUNTE FLEX VOTOMASSA CINZA PLATINA 1KG;UN ;2024-02-29;15.000;4.230;5.720000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"19203";CUNHA P/NIVELAMENTO ECO;UN ;2024-02-29;4.000;8.320;19.260000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"15775";ESPACADOR NIVELADOR 1,5 MM SMART;UN ;2024-02-29;15.000;12.155;22.790000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"00658";MASSA CORRIDA HIDRACOR 25KG;UN ;2024-02-29;10.000;28.593;45.430000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"07370";SELADOR ACRILICO 15L IQUINE;UN ;2024-02-29;4.000;66.042;87.490000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"16927";TRINCHA MEDIA 519-3 SINTETICO PRETO;UN ;2024-02-29;4.000;6.206;11.190000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"04078";LIXA MASSA GR150 230U 3M;UN ;2024-02-29;50.000;0.380;0.770000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"05939";ICORES LIMPA FACIL BASE C 16L;UN ;2024-02-29;3.000;180.260;261.090000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"05943";ICORES LIMPA FACIL BASE P 16L;UN ;2024-02-29;2.000;252.260;338.940000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"20573";RET NEO CIMENTO BRANCO 60X60 MATE    .QTD EMB 72;MT ;2024-02-29;118.720;23.009;35.990000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"01821";ARGAMASSA VOTOMASSA EXT.ACII 15KG R5M4;UN ;2024-02-29;60.000;12.350;17.590000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"07324";REJUNTE FLEX VOTOMASSA CINZA PLATINA 1KG;UN ;2024-02-29;15.000;4.230;5.720000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"19203";CUNHA P/NIVELAMENTO ECO;UN ;2024-02-29;4.000;8.320;19.260000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"15775";ESPACADOR NIVELADOR 1,5 MM SMART;UN ;2024-02-29;15.000;12.155;22.790000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"03661";SERRA STARRETT 24D;UN ;2024-02-29;5.000;5.340;6.920000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"16944";LIXA FERRO TIGRE 120;UN ;2024-02-29;7.000;1.089;2.010000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"19090";REGISTRO PRESSAO 3/4 DN 20 C17;UN ;2024-02-29;2.000;53.303;90.300000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"09509";ADESIVO PVC 850G INCOLOR TIGRE;UN ;2024-02-29;2.000;34.840;46.340000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"05210";FITA VEDA ROSCA 18MMX10M;UN ;2024-02-29;6.000;1.510;2.630000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"01237";PLUG ROSCAVEL 1/2 KRONA;UN ;2024-02-29;16.000;0.470;0.540000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"08419";JOELHO SOLD.25X1/2 LATAO KRONA;UN ;2024-02-29;16.000;2.430;5.010000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"13304";LUVA SOLD.25X3/4 LR LATAO KRONA;UN ;2024-02-29;2.000;4.103;4.750000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"19336";ANEL BORRACHA ESG/SERIE R 100MM;UN ;2024-02-29;16.000;1.630;2.790000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"06009";ANEL DE BORRACHA ESG.150MM TIGRE;UN ;2024-02-29;20.000;6.473;11.940000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"05214";ADAPTADOR SOLD.CURTO 25X3/4 KRONA;UN ;2024-02-29;9.000;0.467;0.660000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"04638";JOELHO SOLD.25MM 90G KRONA;UN ;2024-02-29;10.000;0.310;0.600000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"00116";TE SOLD.25MM KRONA;UN ;2024-02-29;5.000;0.490;1.160000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"03979";LUVA SOLD.32X25MM TIGRE;UN ;2024-02-29;3.000;1.240;2.120000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"01931";JOELHO ESG.40MM 90G KRONA;PC ;2024-02-29;14.000;0.620;1.540000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"15547";BUCHA RED.LONGA ESG.50X40 KRONA;UN ;2024-02-29;5.000;0.980;2.000000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"06498";JOELHO ESG.150MM 90G KRONA;UN ;2024-02-29;3.000;19.440;30.490000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"14949";TE ESG.150MM AMANCO;UN ;2024-02-29;1.000;44.832;73.150000;0.00;C V C B ALMEIDA ACADEMIA LTDA TOP FITNESS;TUTOIA ;PAXICA;DANIEL
"07878";TUBO ESG.BRANCO 40MM 6M KRONA;UN ;2024-02-19;1.500;17.170;36.100000;0.00;CARLOS HENRIQUE OLIVEIRA ARAUJO;TUTOIA ;MASSARANDUBA;ADEMILSON
"08701";TINTA SPRAY TEKBOND PRETO FOSCO 350ML;UN ;2024-06-17;1.000;13.020;26.390000;0.00;CARLOS HENRIQUE OLIVEIRA ARAUJO;TUTOIA ;MASSARANDUBA;INGRID
"16442";ESTILETE ECONOMICO - HOBBY;UN ;2024-01-25;1.000;3.955;10.230000;0.23;CARLOS HENRIQUE OLIVEIRA ARAUJO;TUTOIA ;MASSARANDUBA;CARLOS
"09382";BANHEIRA INFLAVEL 140L PRINCESAS - 91047  B MOR;UN ;2024-01-25;1.000;71.773;141.900000;0.00;CARLOS HENRIQUE OLIVEIRA ARAUJO;TUTOIA ;MASSARANDUBA;CARLOS
"02124";PLUG MACHO 2P COLOR 10A TRAMONTINA;UN ;2024-01-22;1.000;1.746;3.750000;0.03;CARLOS HENRIQUE OLIVEIRA ARAUJO;TUTOIA ;MASSARANDUBA;CARLOS
"03193";PLUG FEMEA 2P 10A 6 CORES EM POTE;UN ;2024-01-22;1.000;1.672;3.750000;0.03;CARLOS HENRIQUE OLIVEIRA ARAUJO;TUTOIA ;MASSARANDUBA;CARLOS
"00999";MASSA CORRIDA HIDRACOR PREMIUN 5.5KG;UN ;2024-01-22;1.000;11.499;22.900000;0.18;CARLOS HENRIQUE OLIVEIRA ARAUJO;TUTOIA ;MASSARANDUBA;CARLOS
"08176";TINTA IQUINE DIAGESSO ACR.BC NEVE 3.6L;GL ;2024-01-22;1.000;51.785;73.410000;0.57;CARLOS HENRIQUE OLIVEIRA ARAUJO;TUTOIA ;MASSARANDUBA;CARLOS
"07238";PARAFUSO SEXT.NC ZB 3/8X4 VONDER;UN ;2024-02-03;2.000;1.602;5.230000;0.46;CARLOS HENRIQUE OLIVEIRA ARAUJO;TUTOIA ;MASSARANDUBA;CARLOS
"19254";PISO EMBRA RET 60X60 NEVADA OUT RT60041;MT ;2024-02-19;5.040;23.339;34.990000;0.00;CARLOS HENRIQUE OLIVEIRA ARAUJO;TUTOIA ;MASSARANDUBA;ADEMILSON
"18904";PISO CRISTOFOLLTI 55,4X55,4 RET R55098 CARRARA EXTRA;MT ;2024-02-19;45.150;22.730;33.990000;0.00;CARLOS HENRIQUE OLIVEIRA ARAUJO;TUTOIA ;MASSARANDUBA;ADEMILSON
"08413";CANO SOLDAVEL 20MM 6M KRONA;UN ;2024-02-19;1.000;8.770;19.990000;0.00;CARLOS HENRIQUE OLIVEIRA ARAUJO;TUTOIA ;MASSARANDUBA;ADEMILSON
"09888";TINTA RENDMAIS BRANCO NEVE 15L;UN ;2024-02-19;2.000;70.500;143.900000;0.00;CARLOS HENRIQUE OLIVEIRA ARAUJO;TUTOIA ;MASSARANDUBA;ADEMILSON
"07324";REJUNTE FLEX VOTOMASSA CINZA PLATINA 1KG;UN ;2024-02-19;5.000;4.240;7.150000;0.00;CARLOS HENRIQUE OLIVEIRA ARAUJO;TUTOIA ;MASSARANDUBA;ADEMILSON
"01821";ARGAMASSA VOTOMASSA EXT.ACII 15KG R5M4;UN ;2024-02-19;10.000;11.590;21.990000;0.00;CARLOS HENRIQUE OLIVEIRA ARAUJO;TUTOIA ;MASSARANDUBA;ADEMILSON
"21295";HIDRAMAIS BA BRILHO AMARELO 750ML;UN ;2024-07-09;1.000;20.532;36.990000;0.77;ADEMILSON LOPES DA LUZ;TUTOIA ;BAIRRO SAO JOSE;ADEMILSON
"06049";PREGO DE ACO S/CABECA 10X10 CART.VONDER;PCT;2024-07-09;1.000;2.226;5.750000;0.11;ADEMILSON LOPES DA LUZ;TUTOIA ;BAIRRO SAO JOSE;ADEMILSON
"14968";COMPENSADO/PARICA  2,20X1,60X10MM B/C;UN ;2024-07-09;1.000;91.794;182.590000;3.79;ADEMILSON LOPES DA LUZ;TUTOIA ;BAIRRO SAO JOSE;ADEMILSON
"21293";HIDRAMAIS BA BRILHO BCO NEVE 750ML;UN ;2024-07-09;1.000;20.531;36.990000;0.77;ADEMILSON LOPES DA LUZ;TUTOIA ;BAIRRO SAO JOSE;ADEMILSON
"20513";HIDRAMAIS ESM SINT AZ DEL REY 750ML -> COD.ONU: 1263 CL.RISCO: 3,0 GR.EMB: III TINTA CONTENDO SOLVENTE ORGANICO. PESO BR;UN ;2024-07-09;1.000;17.747;28.900000;0.60;ADEMILSON LOPES DA LUZ;TUTOIA ;BAIRRO SAO JOSE;ADEMILSON
"18597";ROLO LA SINT 1375-090 SEM RESPINGO TIGRE;UN ;2024-07-09;1.000;5.846;15.130000;0.31;ADEMILSON LOPES DA LUZ;TUTOIA ;BAIRRO SAO JOSE;ADEMILSON
"11658";ICORES SELA & PINTA BASE (P) 3.2L;UN ;2024-07-19;1.000;34.709;82.940000;0.00;BANCO DO NORDESTE DO BRASIL S.A;TUTOIA;CENTRO;DAIANE
"17045";LIXA MASSA TIGRE 150;UN ;2024-07-19;2.000;0.310;0.810000;0.00;BANCO DO NORDESTE DO BRASIL S.A;TUTOIA;CENTRO;DAIANE
"12156";SPOT EMBUTIR QUADRADO ALLTOP LED PAR30 10W 3000K 45;UN ;2024-07-19;1.000;22.954;53.130000;0.00;BANCO DO NORDESTE DO BRASIL S.A;TUTOIA;CENTRO;DAIANE
"03713";CARTILHO  PERFIL GALVAN.25X25X1.20MM  PC/ 9,18KG;KG ;2024-07-29;3.000;4.800;58.000000;8.70;WANDSON DINIZ DE SOUSA;TUTOIA;SAO JOSE;YANKC
"19600";**METALON 20X30 FERRONORTE;UN ;2024-02-07;4.000;15.000;29.700000;0.00;WANDSON DINIZ DE SOUSA;TUTOIA;SAO JOSE;ADRYAN
"05070";METALON GALV.50X30X0.95MM  GERDAU;UN ;2024-02-07;5.000;32.310;55.000000;0.00;WANDSON DINIZ DE SOUSA;TUTOIA;SAO JOSE;ADRYAN
"02222";ELETRODUTO RIG.BENGALA SOLDAVEL 25MMX3M POTY;UN ;2024-04-02;2.000;12.360;24.190000;0.00;CARLOS CARDOSO SANTOS;TUTOIA ;PAXICA;SUEHLLY
"00219";HASTE ATERRAMENTO 1.00M 1/2 OLIVIO;UN ;2024-04-02;2.000;8.875;22.220000;0.00;CARLOS CARDOSO SANTOS;TUTOIA ;PAXICA;SUEHLLY
"02033";CONECTOR P/HASTE ATERRAMENTO 1/2 INCOBRAME;UN ;2024-04-02;2.000;1.528;3.840000;0.00;CARLOS CARDOSO SANTOS;TUTOIA ;PAXICA;SUEHLLY
"16002";CAIXA DE ENERGIA TRIFASICO VISOR VIDRO EQUATORIAL;UN ;2024-04-02;1.000;69.440;192.490000;0.00;CARLOS CARDOSO SANTOS;TUTOIA ;PAXICA;SUEHLLY
"16001";CAIXA DE ENERGIA MONOF CZ VISOR VIDRO EQUATORIAL;UN ;2024-04-02;1.000;27.878;52.990000;0.00;CARLOS CARDOSO SANTOS;TUTOIA ;PAXICA;SUEHLLY
"15164";BOMBA PERIFERICA CLAW 220V - 0,5HP;UN ;2024-02-15;1.000;117.124;209.990000;0.00;ONOFRE SOUSA DOS SANTOS;TUTOIA;MONTE CASTELO;CARLOS
"00203";SIFAO TUBO EXTEN.UNIV.BR;UN ;2024-02-15;3.000;2.923;7.060000;0.00;ONOFRE SOUSA DOS SANTOS;TUTOIA;MONTE CASTELO;CARLOS
"05210";FITA VEDA ROSCA 18MMX10M;UN ;2024-02-15;1.000;1.511;3.000000;0.00;ONOFRE SOUSA DOS SANTOS;TUTOIA;MONTE CASTELO;CARLOS
"01937";ADAPTADOR SOLD.CURTO 32X1 KRONA;UN ;2024-02-15;2.000;1.057;2.600000;0.00;ONOFRE SOUSA DOS SANTOS;TUTOIA;MONTE CASTELO;CARLOS
"01709";BUCHA RED.32X25MM CURTA KRONA;UN ;2024-02-15;3.000;0.630;1.370000;0.00;ONOFRE SOUSA DOS SANTOS;TUTOIA;MONTE CASTELO;CARLOS
"03698";CAP SOLD 32MM TIGRE;UN ;2024-02-15;1.000;0.862;1.960000;0.00;ONOFRE SOUSA DOS SANTOS;TUTOIA;MONTE CASTELO;CARLOS
"01842";INTER.SIMPLES 10A TABLET;UN ;2024-02-15;1.000;4.007;10.490000;0.00;ONOFRE SOUSA DOS SANTOS;TUTOIA;MONTE CASTELO;CARLOS
"19317";TELHA PVC PLAN COR CERAMICA 2,41 X 0,88 EPLAST;UN ;2024-07-10;20.000;53.110;125.000000;150.00;ANTONIO MARCOS DA CUNHA MOURA;TUTOIA;BARRA;YANKC
"08202";REFLETOR TR LED 50W SLIM 6500K PRETO;UN ;2024-02-29;1.000;20.388;49.950000;1.68;MARCIEL SILVA DE OLIVEIRA;TUTOIA;RESIDENCIAL;DANIEL ROCHA
"05612";REFLETOR TR LED 30W SLIM PRETO;UN ;2024-02-29;1.000;15.547;38.000000;1.27;MARCIEL SILVA DE OLIVEIRA;TUTOIA;RESIDENCIAL;DANIEL ROCHA
"13099";MASSA ACRILICA HIDRACOR 25KG;UN ;2024-04-15;1.000;68.101;99.990000;0.00;NATESSIO MARQUES FERNANDES;TUTOIA;MONTE CASTELO;LEONARDO
"19867";PISO ICARO MATTE HD 70X70 2,0M2;MT ;2023-10-31;2.000;33.798;73.490000;0.00;VALBER PEREIRA GOMES;TUTOIA;BOM GOSTO;LEONARDO
"01821";ARGAMASSA VOTOMASSA EXT.ACII 15KG R5M4;UN ;2023-10-31;9.000;11.280;23.090000;0.00;VALBER PEREIRA GOMES;TUTOIA;BOM GOSTO;LEONARDO
"20065";PISO CALACATA GOLD PR 555.000 EXTRA;MT ;2023-10-31;15.470;25.062;66.000000;0.00;VALBER PEREIRA GOMES;TUTOIA;BOM GOSTO;LEONARDO
"00973";CHUVEIRO BCO S/REG HERC 1/2 30CM 2318;UN ;2023-10-31;1.000;3.678;8.960000;0.00;VALBER PEREIRA GOMES;TUTOIA;BOM GOSTO;LEONARDO
"19466";PISO POINTER 2.37 MT VIZCAYA LOT 30X60 MATE;MT ;2023-10-31;4.740;19.795;58.790000;0.00;VALBER PEREIRA GOMES;TUTOIA;BOM GOSTO;LEONARDO
"01001";MASSA ACRILICA HIDRACOR 5.5KG;UN ;2024-07-11;1.000;18.938;34.900000;0.00;CLAUDINO S/A;TUTOIA;CENTRO;SUEHLLY
"11552";LUVA MALHA BR 3 FIOS PIGMENTADA - WORKER;UN ;2024-07-03;2.000;1.498;3.680000;0.00;CIRO DE ALBUQUERQUE LEITE;TUTOIA;ARPOADOR;DAIANE
"15715";**BLOCO DE CIMENTO ESTRUTURAL 14 CM;UN ;2024-05-06;250.000;1.980;4.910000;0.00;CIRO DE ALBUQUERQUE LEITE;TUTOIA;ARPOADOR;DANIEL ROCHA
"15950";**PEDRA CASTELO GROSSA PRETA1 X 0,80;UN ;2024-07-03;145.000;7.000;19.870000;0.00;CIRO DE ALBUQUERQUE LEITE;TUTOIA;ARPOADOR;DAIANE
"05315";VENTILADOR OSC PAREDE 60CM NEW PR GR PR 220V PREMIUM;UN ;2023-09-25;1.000;130.701;261.990000;12.99;GILBERTO SILVA DE ARAUJO;TUTOIA;CENTRO;DAIANE
"00994";FITA ISOLANTE 18MMX20M IMPERIAL;UN ;2024-02-12;1.000;4.830;8.990000;0.45;LEANDRO DE SOUSA SILVA;TUTOIA;BARRA;DAIANE
"05315";VENTILADOR OSC PAREDE 60CM NEW PR GR PR 220V PREMIUM;UN ;2024-02-12;5.000;130.701;261.990000;65.50;LEANDRO DE SOUSA SILVA;TUTOIA;BARRA;DAIANE
"16366";ELETRODO SOLDA DE ACO INOXIDAVEIS WELD 308L 2,50X300MM;UN ;2024-05-20;10.000;0.967;2.310000;0.10;LINDINALDO GOMES DA SILVA;TUTOIA;MONTE CASTELO;DANIEL ROCHA
"04739";PONTA MONTADA JG C10PC PMV010 VONDER;UN ;2024-08-01;1.000;16.144;42.900000;0.90;LINDINALDO GOMES DA SILVA;TUTOIA;MONTE CASTELO;DAIANE
"08235";ADESIVO PVC 75G INCOLOR TIGRE;UN ;2023-09-05;1.000;4.150;10.990000;0.00;CARLOS BENTO CRUZ RODRIGUES;TUTOIA;CENTRO;LEONARDO
"02901";FITA VEDA ROSCA 12MMX10M;UN ;2023-09-05;1.000;0.750;2.750000;0.00;CARLOS BENTO CRUZ RODRIGUES;TUTOIA;CENTRO;LEONARDO
"01821";ARGAMASSA VOTOMASSA EXT.ACII 15KG R5M4;UN ;2023-09-05;8.000;11.280;21.990000;0.00;CARLOS BENTO CRUZ RODRIGUES;TUTOIA;CENTRO;LEONARDO
"00116";TE SOLD.25MM KRONA;UN ;2023-09-05;3.000;0.417;1.650000;0.00;CARLOS BENTO CRUZ RODRIGUES;TUTOIA;CENTRO;LEONARDO
"07878";TUBO ESG.BRANCO 40MM 6M KRONA;UN ;2023-09-05;0.500;12.482;39.990000;0.00;CARLOS BENTO CRUZ RODRIGUES;TUTOIA;CENTRO;LEONARDO
"04638";JOELHO SOLD.25MM 90G KRONA;UN ;2023-09-05;6.000;0.232;0.850000;0.00;CARLOS BENTO CRUZ RODRIGUES;TUTOIA;CENTRO;LEONARDO
"00256";COLA P/ CANO PVC 17G POLYTUBES;UN ;2023-09-15;1.000;1.131;2.888000;0.02;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"01618";JOELHO SOLD.20MM 90G KRONA;UN ;2023-09-28;2.000;0.199;0.650000;0.03;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"15164";BOMBA PERIFERICA CLAW 220V - 0,5HP;UN ;2023-09-28;1.000;117.124;199.990000;6.78;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"15164";BOMBA PERIFERICA CLAW 220V - 0,5HP;UN ;2023-09-15;1.000;117.124;209.990000;1.51;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"00009";TE SOLD.20MM KRONA;UN ;2023-09-15;1.000;0.417;1.210000;0.01;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"02287";REGISTRO ESF.20MM KRONA;UN ;2023-09-28;1.000;2.152;6.990000;0.24;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"15796";PORTA SANFONADA 0.70X2.10M BEGE FORTLEV;UN ;2023-09-15;1.000;55.676;150.150000;1.08;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"00737";FITA ISOLANTE 18MMX05M IMPERIAL;UN ;2023-09-28;1.000;1.365;4.390000;0.15;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"02124";PLUG MACHO 2P COLOR 10A TRAMONTINA;UN ;2023-09-28;1.000;1.333;3.750000;0.13;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"01706";UNIAO SOLD.20MM TIGRE;UN ;2023-09-28;1.000;2.630;7.260000;0.25;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"01894";PORTA STD UV IPE LISA BORDA PINT. 80X2.10;UN ;2023-09-15;1.000;78.750;194.030000;1.39;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"02901";FITA VEDA ROSCA 12MMX10M;UN ;2023-09-15;1.000;0.750;2.890000;0.02;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"01937";ADAPTADOR SOLD.CURTO 32X1 KRONA;UN ;2023-09-15;2.000;0.929;2.604000;0.04;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"01709";BUCHA RED.32X25MM CURTA KRONA;UN ;2023-09-15;2.000;0.497;1.502000;0.02;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"01688";BUCHA RED.25X20MM SOLD TIGRE;UN ;2023-09-15;2.000;0.221;0.830000;0.01;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"02287";REGISTRO ESF.20MM KRONA;UN ;2023-09-15;1.000;2.152;7.340000;0.05;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"01706";UNIAO SOLD.20MM TIGRE;UN ;2023-09-15;1.000;2.630;7.623000;0.06;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"01690";CURVA SOLD.20MM KRONA;UN ;2023-09-15;1.000;0.929;3.350000;0.02;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"03118";JOELHO SOLD.20MM 90G TIGRE;UN ;2023-09-15;1.000;0.299;0.987000;0.01;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"02124";PLUG MACHO 2P COLOR 10A TRAMONTINA;UN ;2023-09-15;1.000;1.333;3.940000;0.03;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"02901";FITA VEDA ROSCA 12MMX10M;UN ;2023-09-28;1.000;0.750;2.750000;0.09;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"02414";LUVA SOLD.25X20MM KRONA;UN ;2023-09-28;1.000;0.606;1.430000;0.05;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"00256";COLA P/ CANO PVC 17G POLYTUBES;UN ;2023-09-28;1.000;1.131;2.750000;0.09;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"00222";BUCHA RED.25X20MM SOLD CURTA KRONA;UN ;2023-09-28;3.000;0.250;0.660000;0.07;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"01709";BUCHA RED.32X25MM CURTA KRONA;UN ;2023-09-28;2.000;0.497;1.430000;0.10;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"01937";ADAPTADOR SOLD.CURTO 32X1 KRONA;UN ;2023-09-28;2.000;0.929;2.480000;0.17;DANIEL OLIVEIRA DA ROCHA;TUTOIA ;PAXICA;DANIEL ROCHA
"13299";VENTILADOR OSC PAREDE 50CM STEEL CH HH PREMIUM;UN ;2024-02-02;2.000;135.143;270.990000;0.00;MARIA DE JESUS SANTOS DE ARAUJO;TUTOIA;BAIRRO NOVA TERRA;ALANA CRISTINA
"14092";PORTA DECORATIVA  GAUCHA 2.10X60X30 MOGNO;UN ;2023-11-24;2.000;88.608;185.960000;3.78;JOAO BATISTA DE OLIVEIRA  PEREIRA;TUTOIA;FAZENDA VELHA;DAIANE
"05295";FECHAD.1200 EXT.ALAV.ESP.SOFT OXID.;UN ;2023-11-24;1.000;38.790;75.890000;0.77;JOAO BATISTA DE OLIVEIRA  PEREIRA;TUTOIA;FAZENDA VELHA;DAIANE
"00048";CIMENTO POTY TODAS AS OBRAS 50KG;PCT;2023-11-24;10.000;32.350;44.990000;3.65;JOAO BATISTA DE OLIVEIRA  PEREIRA;TUTOIA;FAZENDA VELHA;DAIANE
"00364";TELHA BRASILIT 2.44X0.50 4MM;UN ;2023-11-24;15.000;18.182;29.990000;3.65;JOAO BATISTA DE OLIVEIRA  PEREIRA;TUTOIA;FAZENDA VELHA;DAIANE
"00041";DOBRAD.891X3.1/2 FZOE C/ROL;UN ;2023-11-24;2.000;20.681;53.890000;0.88;JOAO BATISTA DE OLIVEIRA  PEREIRA;TUTOIA;FAZENDA VELHA;DAIANE
"00041";DOBRAD.891X3.1/2 FZOE C/ROL;UN ;2023-11-24;2.000;20.681;53.890000;1.10;JOAO BATISTA DE OLIVEIRA  PEREIRA;TUTOIA;FAZENDA VELHA;DAIANE
